itemid,code,type,category,label,description
100484,3728 ,PROCEDURE,NA,NA,INTRACARDIAC ECHOCARDIOG 
100485,3729 ,PROCEDURE,NA,NA,HRT/PERICAR DX PROC NEC  
100486,3731 ,PROCEDURE,NA,NA,PERICARDIECTOMY          
100487,3732 ,PROCEDURE,NA,NA,HEART ANEURYSM EXCISION  
100488,3733 ,PROCEDURE,NA,NA,EXCISION OR DESTRUCT OTH 
100489,3734 ,PROCEDURE,NA,NA,EXCISION OR DESTRUCT OTH 
100490,3736 ,PROCEDURE,NA,NA,EXCISION OR DESTRUCTION  
100491,374  ,PROCEDURE,NA,NA,HEART & PERICARD REPAIR  
100492,3749 ,PROCEDURE,NA,NA,OTH REPAIR HEART AND PER 
100493,3761 ,PROCEDURE,NA,NA,PULSATION BALLOON IMPLAN 
100494,3762 ,PROCEDURE,NA,NA,INSERTION OF TEMPORARY N 
100495,3763 ,PROCEDURE,NA,NA,REPAIR HEART ASSIST SYST 
100496,3764 ,PROCEDURE,NA,NA,REMOVAL OF EXTERNAL HEAR 
100497,3765 ,PROCEDURE,NA,NA,IMPLANT OF SINGLE VENTRI 
100498,3766 ,PROCEDURE,NA,NA,INSERT IMPLANTABLE HEART 
100499,3768 ,PROCEDURE,NA,NA,INSERTION OF PERCUTANEOU 
100500,3771 ,PROCEDURE,NA,NA,INSERT TRANSVEN LEAD-VEN 
100501,3772 ,PROCEDURE,NA,NA,INS TRANSVEN LEAD-ATRIUM 
100502,3773 ,PROCEDURE,NA,NA,INSERT TRANSVEN LEAD-ATR 
100503,3774 ,PROCEDURE,NA,NA,INSERT/REPLACE EPICARDIA 
100504,3775 ,PROCEDURE,NA,NA,REVISION OF LEAD         
100505,3776 ,PROCEDURE,NA,NA,REPLACE TRANSVEN ATR/VEN 
100506,3777 ,PROCEDURE,NA,NA,REMOVAL LEAD W/O REPLACE 
100507,3778 ,PROCEDURE,NA,NA,INSER TEMP TRANSVEN PACE 
100508,3779 ,PROCEDURE,NA,NA,REVISION OR RELOCATION O 
100509,3781 ,PROCEDURE,NA,NA,INSERT SINGLE-CHAMBER DE 
100510,3782 ,PROCEDURE,NA,NA,INS SINGLE CHAM DEV-RATE 
100511,3783 ,PROCEDURE,NA,NA,INSERT DUAL-CHAMBER DEVI 
100512,3785 ,PROCEDURE,NA,NA,DEVICE REPLACEMENT SINGL 
100513,3786 ,PROCEDURE,NA,NA,REPLACE SING CHAM DEV/RA 
100514,3787 ,PROCEDURE,NA,NA,REPLACE PACEMAKER W/ DUA 
100515,3789 ,PROCEDURE,NA,NA,REVISION/REMOVAL PACEMAK 
100516,3790 ,PROCEDURE,NA,NA,INSERTION OF LEFT ATRIAL 
100517,3791 ,PROCEDURE,NA,NA,OPN CHEST CARDIAC MASSAG 
100518,3792 ,PROCEDURE,NA,NA,INJECTION INTO HEART     
100519,3794 ,PROCEDURE,NA,NA,IMPL/REPL CARDIOVERT/DEF 
100520,3795 ,PROCEDURE,NA,NA,IMPL DEFIBRILLATOR LEADS 
100521,3796 ,PROCEDURE,NA,NA,IMPL DEFIB PULSE GENERAT 
100522,3797 ,PROCEDURE,NA,NA,REPL DEFIBRILLATOR LEADS 
100523,3798 ,PROCEDURE,NA,NA,REPL DEFIB PULSE GENERAT 
100524,3799 ,PROCEDURE,NA,NA,OTHER HEART/PERICARD OPS 
100525,3802 ,PROCEDURE,NA,NA,HEAD/NECK VES INCIS NEC  
100526,3803 ,PROCEDURE,NA,NA,UPPER LIMB VESSEL INCIS  
100527,3804 ,PROCEDURE,NA,NA,INCISION OF AORTA        
100528,3805 ,PROCEDURE,NA,NA,THORACIC VESSEL INC NEC  
100529,3806 ,PROCEDURE,NA,NA,ABDOMEN ARTERY INCISION  
100530,3807 ,PROCEDURE,NA,NA,ABDOMINAL VEIN INCISION  
100531,3808 ,PROCEDURE,NA,NA,LOWER LIMB ARTERY INCIS  
100532,3809 ,PROCEDURE,NA,NA,LOWER LIMB VEIN INCISION 
100533,3812 ,PROCEDURE,NA,NA,HEAD & NECK ENDARTER NEC 
100534,3814 ,PROCEDURE,NA,NA,ENDARTERECTOMY OF AORTA  
100535,3815 ,PROCEDURE,NA,NA,THORACIC ENDARTERECTOMY  
100536,3816 ,PROCEDURE,NA,NA,ABDOMINAL ENDARTERECTOMY 
100537,3818 ,PROCEDURE,NA,NA,LOWER LIMB ENDARTERECT   
100538,3821 ,PROCEDURE,NA,NA,BLOOD VESSEL BIOPSY      
100539,3822 ,PROCEDURE,NA,NA,PERCUTANEOUS ANGIOSCOPY  
100540,3829 ,PROCEDURE,NA,NA,BLOOD VESSEL DX PROC NEC 
100541,3833 ,PROCEDURE,NA,NA,ARM VESSEL RESECT/ANAST  
100542,3834 ,PROCEDURE,NA,NA,AORTA RESECTION & ANAST  
100543,3836 ,PROCEDURE,NA,NA,ABD VESSEL RESECT/ANAST  
100544,3838 ,PROCEDURE,NA,NA,LEG ARTERY RESECT/ANAST  
100545,3842 ,PROCEDURE,NA,NA,HEAD/NECK VES RESEC-REPL 
100546,3843 ,PROCEDURE,NA,NA,ARM VES RESECT W REPLACE 
100547,3844 ,PROCEDURE,NA,NA,AORTA RESECT W REPLACE   
100548,3845 ,PROCEDURE,NA,NA,THOR VES RESECT W REPLAC 
100549,3846 ,PROCEDURE,NA,NA,ABD ARTERY RESEC W REPLA 
100550,3847 ,PROCEDURE,NA,NA,ABD VEIN RESECT W REPLAC 
100551,3848 ,PROCEDURE,NA,NA,LEG ARTERY RESEC W REPLA 
100552,3857 ,PROCEDURE,NA,NA,ABD VARICOS V LIGA-STRIP 
100553,3859 ,PROCEDURE,NA,NA,LEG VARICOS V LIGA-STRIP 
100554,3861 ,PROCEDURE,NA,NA,INTRACRAN VESSEL EXCIS   
100555,3862 ,PROCEDURE,NA,NA,HEAD/NECK VESSEL EXCIS   
100556,3863 ,PROCEDURE,NA,NA,ARM VESSEL EXCISION      
100557,3865 ,PROCEDURE,NA,NA,THORACIC VESSEL EXCISION 
100558,3866 ,PROCEDURE,NA,NA,ABDOMINAL ARTERY EXCIS   
100559,3867 ,PROCEDURE,NA,NA,ABDOMINAL VEIN EXCISION  
100560,3868 ,PROCEDURE,NA,NA,LEG ARTERY EXCISION      
100561,387  ,PROCEDURE,NA,NA,PLICATION OF VENA CAVA   
100562,3880 ,PROCEDURE,NA,NA,SURG VESSEL OCCLUS NEC   
100563,3881 ,PROCEDURE,NA,NA,OCCLUS INTRACRAN VES NEC 
100564,3882 ,PROCEDURE,NA,NA,OCCLUS HEAD/NECK VES NEC 
100565,3883 ,PROCEDURE,NA,NA,OCCLUDE ARM VESSEL NEC   
100566,3884 ,PROCEDURE,NA,NA,OCCLUDE AORTA NEC        
100567,3885 ,PROCEDURE,NA,NA,OCCLUDE THORACIC VES NEC 
100568,3886 ,PROCEDURE,NA,NA,OCCLUDE ABD ARTERY NEC   
100569,3887 ,PROCEDURE,NA,NA,OCCLUDE ABD VEIN NEC     
100570,3888 ,PROCEDURE,NA,NA,OCCLUDE LEG ARTERY NEC   
100571,3889 ,PROCEDURE,NA,NA,OCCLUDE LEG VEIN NEC     
100572,3891 ,PROCEDURE,NA,NA,ARTERIAL CATHETERIZATION 
100573,3892 ,PROCEDURE,NA,NA,UMBILICAL VEIN CATH      
100574,3893 ,PROCEDURE,NA,NA,VENOUS CATHETER NEC      
100575,3894 ,PROCEDURE,NA,NA,VENOUS CUTDOWN           
100576,3895 ,PROCEDURE,NA,NA,VENOUS CATH FOR RENAL DI 
100577,3898 ,PROCEDURE,NA,NA,ARTERIAL PUNCTURE NEC    
100578,3899 ,PROCEDURE,NA,NA,VENOUS PUNCTURE NEC      
100579,391  ,PROCEDURE,NA,NA,INTRA-ABD VENOUS SHUNT   
100580,3921 ,PROCEDURE,NA,NA,CAVAL-PULMON ART ANASTOM 
100581,3922 ,PROCEDURE,NA,NA,AORTA-SUBCLV-CAROT BYPAS 
100582,3923 ,PROCEDURE,NA,NA,INTRATHORACIC SHUNT NEC  
100583,3924 ,PROCEDURE,NA,NA,AORTA-RENAL BYPASS       
100584,3925 ,PROCEDURE,NA,NA,AORTA-ILIAC-FEMOR BYPASS 
100585,3926 ,PROCEDURE,NA,NA,INTRA-ABDOMIN SHUNT NEC  
100586,3927 ,PROCEDURE,NA,NA,DIALYSIS ARTERIOVENOSTOM 
100587,3928 ,PROCEDURE,NA,NA,EXTRA-INTRA VASC BYPASS  
100588,3929 ,PROCEDURE,NA,NA,VASC SHUNT & BYPASS NEC  
100589,3930 ,PROCEDURE,NA,NA,SUTURE OF VESSEL NOS     
100590,3931 ,PROCEDURE,NA,NA,SUTURE OF ARTERY         
100591,3932 ,PROCEDURE,NA,NA,SUTURE OF VEIN           
100592,3941 ,PROCEDURE,NA,NA,POSTOP VASC OP HEM CONTR 
100593,3942 ,PROCEDURE,NA,NA,REVIS REN DIALYSIS SHUNT 
100594,3943 ,PROCEDURE,NA,NA,REMOV REN DIALYSIS SHUNT 
100595,3949 ,PROCEDURE,NA,NA,VASC PROC REVISION NEC   
100596,3950 ,PROCEDURE,NA,NA,ANGIOPLASTY OR ATHERECTO 
100597,3951 ,PROCEDURE,NA,NA,CLIPPING OF ANEURYSM     
100598,3952 ,PROCEDURE,NA,NA,ANEURYSM REPAIR NEC      
100599,3953 ,PROCEDURE,NA,NA,ARTERIOVEN FISTULA REP   
60199,123 ,HFCA_DRG,NA,NA,"CIRCULATORY DISORDERS W AMI, EXPIRED    "
60200,123 ,HFCA_DRG,NA,NA,NEUROLOGICAL EYE DISORDERS              
60201,124 ,HFCA_DRG,NA,NA,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD"
60202,124 ,HFCA_DRG,NA,NA,OTHER DISORDERS OF THE EYE W MCC        
60203,125 ,HFCA_DRG,NA,NA,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD"
60204,125 ,HFCA_DRG,NA,NA,OTHER DISORDERS OF THE EYE W/O MCC      
60205,126 ,HFCA_DRG,NA,NA,ACUTE & SUBACUTE ENDOCARDITIS           
60206,127 ,HFCA_DRG,NA,NA,HEART FAILURE & SHOCK                   
60207,129 ,HFCA_DRG,NA,NA,"CARDIAC ARREST, UNEXPLAINED             "
60208,129 ,HFCA_DRG,NA,NA,MAJOR HEAD & NECK PROCEDURES W CC/MCC OR
60209,130 ,HFCA_DRG,NA,NA,MAJOR HEAD & NECK PROCEDURES W/O CC/MCC 
60210,130 ,HFCA_DRG,NA,NA,PERIPHERAL VASCULAR DISORDERS WITH CC   
60211,131 ,HFCA_DRG,NA,NA,CRANIAL/FACIAL PROCEDURES W CC/MCC      
60212,131 ,HFCA_DRG,NA,NA,PERIPHERAL VASCULAR DISORDERS W/O CC    
60213,132 ,HFCA_DRG,NA,NA,ATHEROSCLEROSIS WITH CC                 
60214,133 ,HFCA_DRG,NA,NA,ATHEROSCLEROSIS W/O CC                  
60215,133 ,HFCA_DRG,NA,NA,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PRO"
60216,134 ,HFCA_DRG,NA,NA,HYPERTENSION                            
60217,134 ,HFCA_DRG,NA,NA,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PRO"
60218,135 ,HFCA_DRG,NA,NA,CARDIAC CONGENITAL & VALVULAR DISORDERS 
60219,136 ,HFCA_DRG,NA,NA,CARDIAC CONGENITAL & VALVULAR DISORDERS 
60220,137 ,HFCA_DRG,NA,NA,CARDIAC CONGENITAL & VALVULAR DISORDERS 
60221,137 ,HFCA_DRG,NA,NA,MOUTH PROCEDURES W CC/MCC               
60222,138 ,HFCA_DRG,NA,NA,CARDIAC ARRHYTHMIA & CONDUCTION DISORDER
60223,139 ,HFCA_DRG,NA,NA,CARDIAC ARRHYTHMIA & CONDUCTION DISORDER
60224,139 ,HFCA_DRG,NA,NA,SALIVARY GLAND PROCEDURES               
60225,140 ,HFCA_DRG,NA,NA,ANGINA PECTORIS                         
60226,141 ,HFCA_DRG,NA,NA,SYNCOPE & COLLAPSE WITH CC              
60227,142 ,HFCA_DRG,NA,NA,SYNCOPE & COLLAPSE W/O CC               
60228,143 ,HFCA_DRG,NA,NA,CHEST PAIN                              
60229,144 ,HFCA_DRG,NA,NA,OTHER CIRCULATORY SYSTEM DIAGNOSES W CC 
60230,145 ,HFCA_DRG,NA,NA,OTHER CIRCULATORY SYSTEM DIAGNOSES W/O C
60231,146 ,HFCA_DRG,NA,NA,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W M"
60232,146 ,HFCA_DRG,NA,NA,RECTAL RESECTION WITH CC                
60233,147 ,HFCA_DRG,NA,NA,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W C"
60234,148 ,HFCA_DRG,NA,NA,MAJOR SMALL & LARGE BOWEL PROCEDURES WIT
60235,149 ,HFCA_DRG,NA,NA,DYSEQUILIBRIUM                          
60236,149 ,HFCA_DRG,NA,NA,MAJOR SMALL & LARGE BOWEL PROCEDURES W/O
60237,150 ,HFCA_DRG,NA,NA,EPISTAXIS W MCC                         
60238,150 ,HFCA_DRG,NA,NA,PERITONEAL ADHESIOLYSIS WITH CC         
60239,151 ,HFCA_DRG,NA,NA,EPISTAXIS W/O MCC                       
60240,152 ,HFCA_DRG,NA,NA,MINOR SMALL & LARGE BOWEL PROCEDURES WIT
60241,152 ,HFCA_DRG,NA,NA,OTITIS MEDIA & URI W MCC                
60242,153 ,HFCA_DRG,NA,NA,OTITIS MEDIA & URI W/O MCC              
60243,154 ,HFCA_DRG,NA,NA,NASAL TRAUMA & DEFORMITY W MCC          
60244,154 ,HFCA_DRG,NA,NA,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSE"
60245,154 ,HFCA_DRG,NA,NA,"STOMACH, ESOPHAGEAL & DUODENAL PROCEDURE"
60246,155 ,HFCA_DRG,NA,NA,NASAL TRAUMA & DEFORMITY W CC           
60247,155 ,HFCA_DRG,NA,NA,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSE"
60248,155 ,HFCA_DRG,NA,NA,"STOMACH, ESOPHAGEAL & DUODENAL PROCEDURE"
60249,156 ,HFCA_DRG,NA,NA,NASAL TRAUMA & DEFORMITY W/O CC/MCC     
60250,156 ,HFCA_DRG,NA,NA,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSE"
60251,157 ,HFCA_DRG,NA,NA,ANAL & STOMAL PROCEDURES WITH CC        
60252,157 ,HFCA_DRG,NA,NA,DENTAL & ORAL DISEASES W MCC            
60253,158 ,HFCA_DRG,NA,NA,ANAL & STOMAL PROCEDURES W/O CC         
60254,158 ,HFCA_DRG,NA,NA,DENTAL & ORAL DISEASES W CC             
60255,159 ,HFCA_DRG,NA,NA,DENTAL & ORAL DISEASES W/O CC/MCC       
60256,159 ,HFCA_DRG,NA,NA,HERNIA PROCEDURES EXCEPT INGUINAL & FEMO
60257,160 ,HFCA_DRG,NA,NA,HERNIA PROCEDURES EXCEPT INGUINAL & FEMO
60258,161 ,HFCA_DRG,NA,NA,INGUINAL & FEMORAL HERNIA PROCEDURES AGE
60259,163 ,HFCA_DRG,NA,NA,MAJOR CHEST PROCEDURES W MCC            
60260,164 ,HFCA_DRG,NA,NA,APPENDECTOMY W COMPLICATED PRINCIPAL DIA
60261,164 ,HFCA_DRG,NA,NA,MAJOR CHEST PROCEDURES W CC             
60262,165 ,HFCA_DRG,NA,NA,MAJOR CHEST PROCEDURES W/O CC/MCC       
60263,166 ,HFCA_DRG,NA,NA,APPENDECTOMY W/O COMPLICATED PRINCIPAL D
60264,166 ,HFCA_DRG,NA,NA,OTHER RESP SYSTEM O.R. PROCEDURES W MCC 
60265,167 ,HFCA_DRG,NA,NA,OTHER RESP SYSTEM O.R. PROCEDURES W CC  
60266,168 ,HFCA_DRG,NA,NA,MOUTH PROCEDURES WITH CC                
60267,168 ,HFCA_DRG,NA,NA,OTHER RESP SYSTEM O.R. PROCEDURES W/O CC
60268,169 ,HFCA_DRG,NA,NA,MOUTH PROCEDURES W/O CC                 
60269,170 ,HFCA_DRG,NA,NA,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W
60270,171 ,HFCA_DRG,NA,NA,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W
60271,172 ,HFCA_DRG,NA,NA,DIGESTIVE MALIGNANCY WITH CC            
60272,174 ,HFCA_DRG,NA,NA,G.I. HEMORRHAGE WITH CC                 
60273,175 ,HFCA_DRG,NA,NA,G.I. HEMORRHAGE W/O CC                  
60274,175 ,HFCA_DRG,NA,NA,PULMONARY EMBOLISM W MCC                
60275,176 ,HFCA_DRG,NA,NA,COMPLICATED PEPTIC ULCER                
60276,176 ,HFCA_DRG,NA,NA,PULMONARY EMBOLISM W/O MCC              
60277,177 ,HFCA_DRG,NA,NA,RESPIRATORY INFECTIONS & INFLAMMATIONS W
60278,178 ,HFCA_DRG,NA,NA,RESPIRATORY INFECTIONS & INFLAMMATIONS W
60279,179 ,HFCA_DRG,NA,NA,INFLAMMATORY BOWEL DISEASE              
60280,180 ,HFCA_DRG,NA,NA,G.I. OBSTRUCTION WITH CC                
60281,180 ,HFCA_DRG,NA,NA,RESPIRATORY NEOPLASMS W MCC             
60282,181 ,HFCA_DRG,NA,NA,G.I. OBSTRUCTION W/O CC                 
60283,181 ,HFCA_DRG,NA,NA,RESPIRATORY NEOPLASMS W CC              
60284,182 ,HFCA_DRG,NA,NA,"ESOPHAGITIS, GASTROENT & MISC DIGEST DIS"
60285,183 ,HFCA_DRG,NA,NA,"ESOPHAGITIS, GASTROENT & MISC DIGEST DIS"
60286,183 ,HFCA_DRG,NA,NA,MAJOR CHEST TRAUMA W MCC                
60287,184 ,HFCA_DRG,NA,NA,"ESOPHAGITIS, GASTROENT & MISC DIGEST DIS"
60288,184 ,HFCA_DRG,NA,NA,MAJOR CHEST TRAUMA W CC                 
60289,185 ,HFCA_DRG,NA,NA,DENTAL & ORAL DIS EXCEPT EXTRACTIONS & R
60290,185 ,HFCA_DRG,NA,NA,MAJOR CHEST TRAUMA W/O CC/MCC           
60291,186 ,HFCA_DRG,NA,NA,PLEURAL EFFUSION W MCC                  
60292,187 ,HFCA_DRG,NA,NA,DENTAL EXTRACTIONS & RESTORATIONS       
60293,188 ,HFCA_DRG,NA,NA,OTHER DIGESTIVE SYSTEM DIAGNOSES AGE >17
60294,189 ,HFCA_DRG,NA,NA,OTHER DIGESTIVE SYSTEM DIAGNOSES AGE >17
60295,189 ,HFCA_DRG,NA,NA,PULMONARY EDEMA & RESPIRATORY FAILURE   
60296,190 ,HFCA_DRG,NA,NA,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W 
60297,190 ,HFCA_DRG,NA,NA,OTHER DIGESTIVE SYSTEM DIAGNOSES AGE 0-1
100600,3954 ,PROCEDURE,NA,NA,RE-ENTRY OPERATION       
100601,3955 ,PROCEDURE,NA,NA,REIMPLAN ABERR RENAL VES 
100602,3956 ,PROCEDURE,NA,NA,REPAIR VESS W TIS PATCH  
100603,3957 ,PROCEDURE,NA,NA,REP VESS W SYNTH PATCH   
100604,3958 ,PROCEDURE,NA,NA,REPAIR VESS W PATCH NOS  
100605,3959 ,PROCEDURE,NA,NA,REPAIR OF VESSEL NEC     
100606,3961 ,PROCEDURE,NA,NA,EXTRACORPOREAL CIRCULAT  
100607,3962 ,PROCEDURE,NA,NA,HYPOTHERMIA W OPEN HEART 
100608,3963 ,PROCEDURE,NA,NA,CARDIOPLEGIA             
100609,3964 ,PROCEDURE,NA,NA,INTRAOP CARDIAC PACEMAK  
100610,3965 ,PROCEDURE,NA,NA,EXTRCOR. MEMBRANE OXYGEN 
100611,3966 ,PROCEDURE,NA,NA,PERCUT CARDIOPULMONARY B 
100612,3971 ,PROCEDURE,NA,NA,ENDOVAS IMPLNT GRPH ABDM 
100613,3972 ,PROCEDURE,NA,NA,ENDOVASCULAR EMBOL/OCCLU 
100614,3973 ,PROCEDURE,NA,NA,ENDOVASCULAR IMPLANTATIO 
100615,3974 ,PROCEDURE,NA,NA,ENDOVASCULAR REMOVAL OBS 
100616,3975 ,PROCEDURE,NA,NA,ENDO EMBOL BARE COIL     
100617,3979 ,PROCEDURE,NA,NA,OTH ENDOVASCULAR PROC    
100618,3990 ,PROCEDURE,NA,NA,INSERT NON-DRUG-ELUTING  
100619,3991 ,PROCEDURE,NA,NA,FREEING OF VESSEL        
100620,3992 ,PROCEDURE,NA,NA,VEIN INJECT-SCLEROS AGNT 
100621,3993 ,PROCEDURE,NA,NA,INSERT VES-TO-VES CANNUL 
100622,3995 ,PROCEDURE,NA,NA,HEMODIALYSIS             
100623,3998 ,PROCEDURE,NA,NA,HEMORRHAGE CONTROL NOS   
100624,3999 ,PROCEDURE,NA,NA,VESSEL OPERATION NEC     
100625,400  ,PROCEDURE,NA,NA,INCIS LYMPHATIC STRUCTUR 
100626,4011 ,PROCEDURE,NA,NA,LYMPHATIC STRUCT BIOPSY  
100627,4019 ,PROCEDURE,NA,NA,LYMPHATIC DIAG PROC NEC  
100628,4021 ,PROCEDURE,NA,NA,EXCIS DEEP CERVICAL NODE 
100629,4022 ,PROCEDURE,NA,NA,EXCISE INT MAMMARY NODE  
100630,4023 ,PROCEDURE,NA,NA,EXCISE AXILLARY NODE     
100631,4024 ,PROCEDURE,NA,NA,EXCISE INGUINAL NODE     
100632,4029 ,PROCEDURE,NA,NA,SIMP EXC LYMPH STRUC NEC 
100633,403  ,PROCEDURE,NA,NA,REGIONAL LYMPH NODE EXC  
100634,4041 ,PROCEDURE,NA,NA,UNILAT RAD NECK DISSECT  
100635,4042 ,PROCEDURE,NA,NA,BILAT RAD NECK DISSECT   
100636,4052 ,PROCEDURE,NA,NA,RAD DISSEC PERIAORT NODE 
100637,4053 ,PROCEDURE,NA,NA,RAD DISSECT ILIAC NODES  
100638,4054 ,PROCEDURE,NA,NA,RADICAL GROIN DISSECTION 
100639,4059 ,PROCEDURE,NA,NA,RAD NODE DISSECTION NEC  
100640,4064 ,PROCEDURE,NA,NA,LIGATE THORACIC DUCT     
100641,4069 ,PROCEDURE,NA,NA,THORACIC DUCT OP NEC     
100642,409  ,PROCEDURE,NA,NA,LYMPH STRUCTURE OP NEC   
100643,4101 ,PROCEDURE,NA,NA,AUTOLOGOUS BONE MARROW T 
100644,4103 ,PROCEDURE,NA,NA,ALLOGENIC MARROW TRANS/N 
100645,4104 ,PROCEDURE,NA,NA,AUTO HEMTOP STEM CELL TR 
100646,4105 ,PROCEDURE,NA,NA,ALLOGENEIC HEMATOPOIECTI 
100647,4106 ,PROCEDURE,NA,NA,CORD BLOOD STEM CELL TRA 
100648,4108 ,PROCEDURE,NA,NA,ALLOG STEM CELL TRANSPLT 
100649,412  ,PROCEDURE,NA,NA,SPLENOTOMY               
100650,4131 ,PROCEDURE,NA,NA,BONE MARROW BIOPSY       
100651,4132 ,PROCEDURE,NA,NA,SPLEEN BIOPSY - CLOSED   
100652,4139 ,PROCEDURE,NA,NA,SPLEEN DIAGNOST PROC NEC 
100653,4142 ,PROCEDURE,NA,NA,EXC SPLENIC LESION/TISS  
100654,4143 ,PROCEDURE,NA,NA,PARTIAL SPLENECTOMY      
100655,415  ,PROCEDURE,NA,NA,TOTAL SPLENECTOMY        
100656,4191 ,PROCEDURE,NA,NA,DONOR MARROW ASPIRATION  
100657,4193 ,PROCEDURE,NA,NA,EXC OF ACCESSORY SPLEEN  
100658,4195 ,PROCEDURE,NA,NA,REPAIR OF SPLEEN         
100659,4198 ,PROCEDURE,NA,NA,BONE MARROW OPS NEC      
100660,4210 ,PROCEDURE,NA,NA,ESOPHAGOSTOMY NOS        
100661,4222 ,PROCEDURE,NA,NA,ESOPHAGOSCOPY THRU STOMA 
100662,4223 ,PROCEDURE,NA,NA,ESOPHAGOSCOPY NEC        
100663,4224 ,PROCEDURE,NA,NA,ENDOSCOPIC BX ESOPHAGUS  
100664,4232 ,PROCEDURE,NA,NA,LOCAL EXCIS ESOPHAG NEC  
100665,4233 ,PROCEDURE,NA,NA,"EXC/DEST LESION ESOPHAG, "
100666,4240 ,PROCEDURE,NA,NA,ESOPHAGECTOMY NOS        
100667,4241 ,PROCEDURE,NA,NA,PARTIAL ESOPHAGECTOMY    
100668,4242 ,PROCEDURE,NA,NA,TOTAL ESOPHAGECTOMY      
100669,4251 ,PROCEDURE,NA,NA,THORAC ESOPHAGOESOPHAGOS 
100670,4252 ,PROCEDURE,NA,NA,THORAC ESOPHAGOGASTROST  
100671,4254 ,PROCEDURE,NA,NA,THORAC ESOPHAGOENTER NEC 
100672,4255 ,PROCEDURE,NA,NA,THORAC LG BOWEL INTERPOS 
100673,4258 ,PROCEDURE,NA,NA,THORAC INTERPOSITION NEC 
100674,4262 ,PROCEDURE,NA,NA,STERN ESOPHAGOGASTROSTOM 
100675,4269 ,PROCEDURE,NA,NA,STERN ESOPHAG ANAST NEC  
100676,427  ,PROCEDURE,NA,NA,ESOPHAGOMYOTOMY          
100677,4281 ,PROCEDURE,NA,NA,INSERT PERM TUBE ESOPHAG 
100678,4282 ,PROCEDURE,NA,NA,SUTURE ESOPHAGEAL LACER  
100679,4284 ,PROCEDURE,NA,NA,ESOPH FISTULA REPAIR NEC 
100680,4287 ,PROCEDURE,NA,NA,ESOPHAGEAL GRAFT NEC     
100681,4289 ,PROCEDURE,NA,NA,ESOPHAGEAL REPAIR NEC    
100682,4291 ,PROCEDURE,NA,NA,INJECT/LIGAT ESOPH VARIX 
100683,4292 ,PROCEDURE,NA,NA,ESOPHAGEAL DILATION      
100684,430  ,PROCEDURE,NA,NA,GASTROTOMY               
100685,4311 ,PROCEDURE,NA,NA,PERCUTANEOUS GASTROSTOMY 
100686,4319 ,PROCEDURE,NA,NA,OTHER GASTROSTOMY        
100687,433  ,PROCEDURE,NA,NA,PYLOROMYOTOMY            
100688,4341 ,PROCEDURE,NA,NA,GASTRIC POLYPECTOMY      
100689,4342 ,PROCEDURE,NA,NA,LOCAL GASTR EXCISION NEC 
100690,4349 ,PROCEDURE,NA,NA,LOCAL GASTR DESTRUCT NEC 
100691,435  ,PROCEDURE,NA,NA,PROXIMAL GASTRECTOMY     
100692,437  ,PROCEDURE,NA,NA,PART GASTREC W JEJ ANAST 
100693,4389 ,PROCEDURE,NA,NA,PARTIAL GASTRECTOMY NEC  
100694,4391 ,PROCEDURE,NA,NA,TOT GAST W INTES INTERPO 
100695,4399 ,PROCEDURE,NA,NA,TOTAL GASTRECTOMY NEC    
100696,4401 ,PROCEDURE,NA,NA,TRUNCAL VAGOTOMY         
100697,4402 ,PROCEDURE,NA,NA,HIGHLY SELECT VAGOTOMY   
100698,4403 ,PROCEDURE,NA,NA,SELECTIVE VAGOTOMY NEC   
100699,4411 ,PROCEDURE,NA,NA,TRANSABDOMIN GASTROSCOPY 
100700,4412 ,PROCEDURE,NA,NA,GASTROSCOPY THRU STOMA   
100701,4413 ,PROCEDURE,NA,NA,GASTROSCOPY NEC          
100702,4414 ,PROCEDURE,NA,NA,ENDOSCOPIC STOMACH BX-CL 
100703,4415 ,PROCEDURE,NA,NA,STOMACH BIOPSY - OPEN    
100704,4419 ,PROCEDURE,NA,NA,GASTRIC DIAGNOS PROC NEC 
100705,4422 ,PROCEDURE,NA,NA,ENDOSCOPIC DILATION OF P 
100706,4429 ,PROCEDURE,NA,NA,OTHER PYLOROPLASTY       
100707,4431 ,PROCEDURE,NA,NA,HIGH GASTRIC BYPASS      
100708,4432 ,PROCEDURE,NA,NA,PERCUTANEOUS GASTROJEJUN 
100709,4438 ,PROCEDURE,NA,NA,LAPAROSCOPIC GASTROENTER 
100710,4439 ,PROCEDURE,NA,NA,GASTROENTEROSTOMY NEC    
100711,4441 ,PROCEDURE,NA,NA,SUT GASTRIC ULCER SITE   
100712,4442 ,PROCEDURE,NA,NA,SUTURE DUODEN ULCER SITE 
